file_type,original_file_size,compression_method,compressed_file_size,compression_ratio
2,201942,0,201942,0.0000000000
2,327480,1,327593,-0.0003450592
2,327480,2,650320,-0.9858311958
2,327480,3,327632,-0.0004641505
2,327480,0,327480,0.0000000000
2,207316,1,207407,-0.0004389434
2,207316,2,412468,-0.9895618283
2,207316,3,207460,-0.0006945918
2,207316,0,207316,0.0000000000
2,339987,1,340118,-0.0003853089
2,339987,2,674938,-0.9851876689
2,339987,3,340140,-0.0004500172
2,339987,0,339987,0.0000000000
2,199495,1,199586,-0.0004561518
2,199495,2,396692,-0.9884809143
2,199495,3,199636,-0.0007067846
2,199495,0,199495,0.0000000000
2,292387,1,292473,-0.0002941307
2,292387,2,580600,-0.9857243995
2,292387,3,292532,-0.0004959181
2,292387,0,292387,0.0000000000
2,211657,1,211748,-0.0004299409
2,211657,2,421110,-0.9895869260
2,211657,3,211800,-0.0006756214
2,211657,0,211657,0.0000000000
2,240550,1,240651,-0.0004198711
2,240550,2,478322,-0.9884514654
2,240550,3,240692,-0.0005903139
2,240550,0,240550,0.0000000000
2,214748,1,214844,-0.0004470356
2,214748,2,426830,-0.9875854490
2,214748,3,214892,-0.0006705534
2,214748,0,214748,0.0000000000
2,269985,1,270096,-0.0004111340
2,269985,2,536266,-0.9862807193
2,269985,3,270132,-0.0005444747
2,269985,0,269985,0.0000000000
2,201195,1,201286,-0.0004522975
2,201195,2,399832,-0.9872859664
2,201195,3,201336,-0.0007008126
2,201195,0,201195,0.0000000000
2,264984,1,265095,-0.0004188932
2,264984,2,526070,-0.9852896779
2,264984,3,265128,-0.0005434290
2,264984,0,264984,0.0000000000
2,199908,1,199999,-0.0004552094
2,199908,2,397598,-0.9889048963
2,199908,3,200052,-0.0007203314
2,199908,0,199908,0.0000000000
2,213798,1,213885,-0.0004069262
2,213798,2,424738,-0.9866322416
2,213798,3,213940,-0.0006641783
2,213798,0,213798,0.0000000000
2,246250,1,246351,-0.0004101523
2,246250,2,489588,-0.9881746193
2,246250,3,246396,-0.0005928934
2,246250,0,246250,0.0000000000
2,235243,1,235344,-0.0004293433
2,235243,2,467330,-0.9865840854
2,235243,3,235384,-0.0005993802
2,235243,0,235243,0.0000000000
2,253453,1,253559,-0.0004182235
2,253453,2,503676,-0.9872560199
2,253453,3,253600,-0.0005799892
2,253453,0,253453,0.0000000000
2,222933,1,223029,-0.0004306227
2,222933,2,442782,-0.9861662473
2,222933,3,223076,-0.0006414483
2,222933,0,222933,0.0000000000
2,209514,1,209605,-0.0004343385
2,209514,2,416678,-0.9887835658
2,209514,3,209656,-0.0006777590
2,209514,0,209514,0.0000000000
2,298510,1,298590,-0.0002679977
2,298510,2,592344,-0.9843355331
2,298510,3,298656,-0.0004890958
2,298510,0,298510,0.0000000000
2,227855,1,227951,-0.0004213206
2,227855,2,452888,-0.9876149305
2,227855,3,227996,-0.0006188146
2,227855,0,227855,0.0000000000
2,219863,1,219959,-0.0004366355
2,219863,2,437208,-0.9885474136
2,219863,3,220004,-0.0006413085
2,219863,0,219863,0.0000000000
2,268569,1,268680,-0.0004133016
2,268569,2,533498,-0.9864466860
2,268569,3,268716,-0.0005473454
2,268569,0,268569,0.0000000000
2,276897,1,277008,-0.0004008711
2,276897,2,550438,-0.9878799698
2,276897,3,277044,-0.0005308833
2,276897,0,276897,0.0000000000
2,249944,1,250050,-0.0004240950
2,249944,2,496850,-0.9878452773
2,249944,3,250088,-0.0005761291
2,249944,0,249944,0.0000000000
2,251823,1,251929,-0.0004209306
2,251823,2,500752,-0.9885078011
2,251823,3,251968,-0.0005758013
2,251823,0,251823,0.0000000000
2,380472,1,380385,0.0002286633
2,380472,2,753356,-0.9800563511
2,380472,3,379816,0.0017241742
2,380472,0,380472,0.0000000000
2,246947,1,247053,-0.0004292419
2,246947,2,491118,-0.9887587215
2,246947,3,247092,-0.0005871705
2,246947,0,246947,0.0000000000
2,275023,1,275134,-0.0004036026
2,275023,2,546382,-0.9866774779
2,275023,3,275168,-0.0005272286
2,275023,0,275023,0.0000000000
2,252457,1,252563,-0.0004198735
2,252457,2,501808,-0.9876969147
2,252457,3,252604,-0.0005822774
2,252457,0,252457,0.0000000000
2,257064,1,257170,-0.0004123487
2,257064,2,511078,-0.9881352504
2,257064,3,257208,-0.0005601718
2,257064,0,257064,0.0000000000
2,256853,1,256959,-0.0004126874
2,256853,2,510794,-0.9886627760
2,256853,3,257000,-0.0005723118
2,256853,0,256853,0.0000000000
2,306445,1,306556,-0.0003622183
2,306445,2,608268,-0.9849173587
2,306445,3,306596,-0.0004927475
2,306445,0,306445,0.0000000000
2,279248,1,279359,-0.0003974961
2,279248,2,554820,-0.9868360740
2,279248,3,279392,-0.0005156707
2,279248,0,279248,0.0000000000
2,210159,1,210250,-0.0004330055
2,210159,2,418090,-0.9893985030
2,210159,3,210300,-0.0006709206
2,210159,0,210159,0.0000000000
2,275324,1,275406,-0.0002978309
2,275324,2,546524,-0.9850212840
2,275324,3,275468,-0.0005230202
2,275324,0,275324,0.0000000000
2,249351,1,249457,-0.0004251036
2,249351,2,495660,-0.9878003297
2,249351,3,249496,-0.0005815096
2,249351,0,249351,0.0000000000
2,267226,1,267337,-0.0004153787
2,267226,2,530782,-0.9862663064
2,267226,3,267372,-0.0005463540
2,267226,0,267226,0.0000000000
2,212772,1,212863,-0.0004276879
2,212772,2,423008,-0.9880811385
2,212772,3,212916,-0.0006767808
2,212772,0,212772,0.0000000000
2,300090,1,300177,-0.0002899130
2,300090,2,596054,-0.9862507914
2,300090,3,300236,-0.0004865207
2,300090,0,300090,0.0000000000
2,230434,1,230535,-0.0004383034
2,230434,2,458322,-0.9889512832
2,230434,3,230576,-0.0006162285
2,230434,0,230434,0.0000000000
2,236237,1,236338,-0.0004275368
2,236237,2,470072,-0.9898322447
2,236237,3,236380,-0.0006053243
2,236237,0,236237,0.0000000000
2,283029,1,283122,-0.0003285882
2,283029,2,562386,-0.9870260645
2,283029,3,283176,-0.0005193814
2,283029,0,283029,0.0000000000
2,295327,1,295394,-0.0002268672
2,295327,2,586744,-0.9867604384
2,295327,3,295452,-0.0004232596
2,295327,0,295327,0.0000000000
2,209322,1,209413,-0.0004347369
2,209322,2,416552,-0.9900058283
2,209322,3,209464,-0.0006783807
2,209322,0,209322,0.0000000000
2,316998,1,316973,0.0000788649
2,316998,2,628152,-0.9815645525
2,316998,3,317152,-0.0004858075
2,316998,0,316998,0.0000000000
2,253657,1,253763,-0.0004178871
2,253657,2,502920,-0.9826773951
2,253657,3,253804,-0.0005795227
2,253657,0,253657,0.0000000000
2,413358,1,413352,0.0000145153
2,413358,2,818870,-0.9810188747
2,413358,3,412620,0.0017853773
2,413358,0,413358,0.0000000000
2,214575,1,214671,-0.0004473960
2,214575,2,427132,-0.9905953629
2,214575,3,214716,-0.0006571129
2,214575,0,214575,0.0000000000
2,196198,1,196284,-0.0004383327
2,196198,2,390472,-0.9901935800
2,196198,3,196340,-0.0007237587
2,196198,0,196198,0.0000000000
2,251807,1,251913,-0.0004209573
2,251807,2,500460,-0.9874745341
2,251807,3,251952,-0.0005758378
2,251807,0,251807,0.0000000000
2,328414,1,328522,-0.0003288532
2,328414,2,653260,-0.9891356641
2,328414,3,328568,-0.0004689203
2,328414,0,328414,0.0000000000
2,246953,1,247059,-0.0004292315
2,246953,2,490596,-0.9865966398
2,246953,3,247100,-0.0005952550
2,246953,0,246953,0.0000000000
2,216812,1,216908,-0.0004427799
2,216812,2,431324,-0.9893917311
2,216812,3,216956,-0.0006641699
2,216812,0,216812,0.0000000000
2,274337,1,274448,-0.0004046118
2,274337,2,544458,-0.9846320402
2,274337,3,274484,-0.0005358373
2,274337,0,274337,0.0000000000
2,215347,1,215443,-0.0004457921
2,215347,2,428080,-0.9878614515
2,215347,3,215488,-0.0006547572
2,215347,0,215347,0.0000000000
2,204552,1,204643,-0.0004448747
2,204552,2,406868,-0.9890687942
2,204552,3,204696,-0.0007039775
2,204552,0,204552,0.0000000000
2,326957,1,327019,-0.0001896274
2,326957,2,648836,-0.9844689057
2,326957,3,327108,-0.0004618344
2,326957,0,326957,0.0000000000
2,291296,1,291372,-0.0002609030
2,291296,2,577746,-0.9833640009
2,291296,3,291440,-0.0004943425
2,291296,0,291296,0.0000000000
2,233092,1,233193,-0.0004333053
2,233092,2,463828,-0.9898924030
2,233092,3,233236,-0.0006177818
2,233092,0,233092,0.0000000000
2,297287,1,297392,-0.0003531941
2,297287,2,590268,-0.9855156801
2,297287,3,297432,-0.0004877442
2,297287,0,297287,0.0000000000
2,267925,1,268036,-0.0004142950
2,267925,2,532136,-0.9861379117
2,267925,3,268072,-0.0005486610
2,267925,0,267925,0.0000000000
2,235586,1,235608,-0.0000933842
2,235586,2,468040,-0.9867054918
2,235586,3,235728,-0.0006027523
2,235586,0,235586,0.0000000000
2,278191,1,278302,-0.0003990064
2,278191,2,552638,-0.9865416207
2,278191,3,278336,-0.0005212246
2,278191,0,278191,0.0000000000
2,269591,1,269702,-0.0004117348
2,269591,2,535624,-0.9868022300
2,269591,3,269736,-0.0005378518
2,269591,0,269591,0.0000000000
2,279165,1,279276,-0.0003976143
2,279165,2,553990,-0.9844536385
2,279165,3,279312,-0.0005265703
2,279165,0,279165,0.0000000000
2,255780,1,255886,-0.0004144186
2,255780,2,508138,-0.9866213152
2,255780,3,255924,-0.0005629838
2,255780,0,255780,0.0000000000
2,222628,1,222724,-0.0004312126
2,222628,2,442518,-0.9877014571
2,222628,3,222772,-0.0006468189
2,222628,0,222628,0.0000000000
2,230664,1,230738,-0.0003208130
2,230664,2,458222,-0.9865345264
2,230664,3,230808,-0.0006242847
2,230664,0,230664,0.0000000000
2,220124,1,220220,-0.0004361178
2,220124,2,438150,-0.9904690084
2,220124,3,220268,-0.0006541767
2,220124,0,220124,0.0000000000
2,344078,1,344032,0.0001336906
2,344078,2,681528,-0.9807369259
2,344078,3,344108,-0.0000871895
2,344078,0,344078,0.0000000000
2,229529,1,229625,-0.0004182478
2,229529,2,456488,-0.9888031578
2,229529,3,229672,-0.0006230150
2,229529,0,229529,0.0000000000
2,221914,1,222010,-0.0004326000
2,221914,2,441542,-0.9896987121
2,221914,3,222056,-0.0006398875
2,221914,0,221914,0.0000000000
2,242368,1,242469,-0.0004167217
2,242368,2,481968,-0.9885793504
2,242368,3,242512,-0.0005941378
2,242368,0,242368,0.0000000000
2,237863,1,237960,-0.0004077978
2,237863,2,472606,-0.9868832059
2,237863,3,238004,-0.0005927782
2,237863,0,237863,0.0000000000
2,244318,1,244419,-0.0004133957
2,244318,2,485522,-0.9872543161
2,244318,3,244464,-0.0005975818
2,244318,0,244318,0.0000000000
2,366099,1,365968,0.0003578267
2,366099,2,725110,-0.9806391167
2,366099,3,365164,0.0025539540
2,366099,0,366099,0.0000000000
2,200249,1,200340,-0.0004544342
2,200249,2,398232,-0.9886840883
2,200249,3,200392,-0.0007141109
2,200249,0,200249,0.0000000000
2,330275,1,330337,-0.0001877224
2,330275,2,656006,-0.9862417682
2,330275,3,330428,-0.0004632503
2,330275,0,330275,0.0000000000
2,252646,1,252746,-0.0003958107
2,252646,2,502004,-0.9869857429
2,252646,3,252792,-0.0005778837
2,252646,0,252646,0.0000000000
2,332458,1,332559,-0.0003037978
2,332458,2,660288,-0.9860794446
2,332458,3,332612,-0.0004632164
2,332458,0,332458,0.0000000000
2,216026,1,216122,-0.0004443910
2,216026,2,429464,-0.9880199606
2,216026,3,216168,-0.0006573283
2,216026,0,216026,0.0000000000
2,309875,1,309996,-0.0003904800
2,309875,2,615554,-0.9864590561
2,309875,3,310028,-0.0004937475
2,309875,0,309875,0.0000000000
2,247164,1,247270,-0.0004288650
2,247164,2,491474,-0.9884530110
2,247164,3,247308,-0.0005826091
2,247164,0,247164,0.0000000000
2,235583,1,235684,-0.0004287236
2,235583,2,468832,-0.9900926637
2,235583,3,235724,-0.0005985152
2,235583,0,235583,0.0000000000
2,209676,1,209767,-0.0004340029
2,209676,2,417140,-0.9894503901
2,209676,3,209820,-0.0006867739
2,209676,0,209676,0.0000000000
2,254116,1,254222,-0.0004171323
2,254116,2,504728,-0.9862110217
2,254116,3,254260,-0.0005666703
2,254116,0,254116,0.0000000000
2,243418,1,243458,-0.0001643264
2,243418,2,482618,-0.9826717827
2,243418,3,243560,-0.0005833587
2,243418,0,243418,0.0000000000
2,295012,1,295128,-0.0003932043
2,295012,2,585672,-0.9852480577
2,295012,3,295156,-0.0004881157
2,295012,0,295012,0.0000000000
2,339823,1,339701,0.0003590104
2,339823,2,674174,-0.9838974996
2,339823,3,339676,0.0004325781
2,339823,0,339823,0.0000000000
2,213339,1,213432,-0.0004359259
2,213339,2,424388,-0.9892659101
2,213339,3,213480,-0.0006609199
2,213339,0,213339,0.0000000000
2,350490,1,350579,-0.0002539302
2,350490,2,694956,-0.9828126337
2,350490,3,350644,-0.0004393849
2,350490,0,350490,0.0000000000
2,325255,1,325381,-0.0003873884
2,325255,2,645976,-0.9860601682
2,325255,3,325408,-0.0004704001
2,325255,0,325255,0.0000000000
2,240700,1,240801,-0.0004196095
2,240700,2,478314,-0.9871790611
2,240700,3,240844,-0.0005982551
2,240700,0,240700,0.0000000000
2,269998,1,270109,-0.0004111142
2,269998,2,536350,-0.9864961963
2,269998,3,270144,-0.0005407447
2,269998,0,269998,0.0000000000
2,322785,1,322880,-0.0002943136
2,322785,2,641268,-0.9866722431
2,322785,3,322936,-0.0004678036
2,322785,0,322785,0.0000000000
2,225733,1,225829,-0.0004252812
2,225733,2,449014,-0.9891376095
2,225733,3,225876,-0.0006334918
2,225733,0,225733,0.0000000000
2,244793,1,244894,-0.0004125935
2,244793,2,486618,-0.9878754703
2,244793,3,244940,-0.0006005074
2,244793,0,244793,0.0000000000
2,252408,1,252514,-0.0004199550
2,252408,2,502228,-0.9897467592
2,252408,3,252552,-0.0005705049
2,252408,0,252408,0.0000000000
2,296436,1,296552,-0.0003913155
2,296436,2,587756,-0.9827416373
2,296436,3,296580,-0.0004857710
2,296436,0,296436,0.0000000000
2,243503,1,243598,-0.0003901389
2,243503,2,484008,-0.9876880367
2,243503,3,243648,-0.0005954752
2,243503,0,243503,0.0000000000
2,320594,1,320720,-0.0003930205
2,320594,2,636866,-0.9865187745
2,320594,3,320748,-0.0004803583
2,320594,0,320594,0.0000000000
2,288894,1,289010,-0.0004015314
2,288894,2,574252,-0.9877602166
2,288894,3,289040,-0.0005053757
2,288894,0,288894,0.0000000000
2,228160,1,228256,-0.0004207574
2,228160,2,453640,-0.9882538569
2,228160,3,228304,-0.0006311360
2,228160,0,228160,0.0000000000
2,289749,1,289865,-0.0004003465
2,289749,2,575718,-0.9869542259
2,289749,3,289896,-0.0005073357
2,289749,0,289749,0.0000000000
2,232374,1,232475,-0.0004346442
2,232374,2,462482,-0.9902484787
2,232374,3,232516,-0.0006110839
2,232374,0,232374,0.0000000000
2,268073,1,268184,-0.0004140663
2,268073,2,532632,-0.9868916303
2,268073,3,268220,-0.0005483581
2,268073,0,268073,0.0000000000
2,228204,1,228300,-0.0004206762
2,228204,2,454000,-0.9894480377
2,228204,3,228348,-0.0006310144
2,228204,0,228204,0.0000000000
2,226865,1,226961,-0.0004231591
2,226865,2,451042,-0.9881515439
2,226865,3,227008,-0.0006303308
2,226865,0,226865,0.0000000000
2,231608,1,231603,0.0000215882
2,231608,2,460204,-0.9869952679
2,231608,3,231752,-0.0006217402
2,231608,0,231608,0.0000000000
2,238452,1,238553,-0.0004235653
2,238452,2,473714,-0.9866220455
2,238452,3,238596,-0.0006038951
2,238452,0,238452,0.0000000000
2,310509,1,310557,-0.0001545849
2,310509,2,616054,-0.9840133458
2,310509,3,310636,-0.0004090059
2,310509,0,310509,0.0000000000
2,207310,1,207401,-0.0004389562
2,207310,2,412354,-0.9890695094
2,207310,3,207452,-0.0006849645
2,207310,0,207310,0.0000000000
2,279868,1,279984,-0.0004144811
2,279868,2,556340,-0.9878657081
2,279868,3,280012,-0.0005145283
2,279868,0,279868,0.0000000000
2,245042,1,245143,-0.0004121742
2,245042,2,487322,-0.9887284629
2,245042,3,245188,-0.0005958162
2,245042,0,245042,0.0000000000
2,325721,1,325805,-0.0002578894
2,325721,2,646198,-0.9839003319
2,325721,3,325872,-0.0004635869
2,325721,0,325721,0.0000000000
2,356981,1,356759,0.0006218818
2,356981,2,706806,-0.9799541152
2,356981,3,355612,0.0038349380
2,356981,0,356981,0.0000000000
2,260821,1,260891,-0.0002683833
2,260821,2,518444,-0.9877387174
2,260821,3,260968,-0.0005636049
2,260821,0,260821,0.0000000000
2,206124,1,206215,-0.0004414818
2,206124,2,409996,-0.9890745377
2,206124,3,206268,-0.0006986086
2,206124,0,206124,0.0000000000
2,311291,1,311412,-0.0003887038
2,311291,2,618292,-0.9862186828
2,311291,3,311444,-0.0004915015
2,311291,0,311291,0.0000000000
2,325087,1,325213,-0.0003875886
2,325087,2,646156,-0.9876402317
2,325087,3,325240,-0.0004706432
2,325087,0,325087,0.0000000000
2,250500,1,250587,-0.0003473054
2,250500,2,497296,-0.9852135729
2,250500,3,250644,-0.0005748503
2,250500,0,250500,0.0000000000
2,223798,1,223894,-0.0004289583
2,223798,2,444524,-0.9862733358
2,223798,3,223940,-0.0006345008
2,223798,0,223798,0.0000000000
2,245448,1,245549,-0.0004114925
2,245448,2,487764,-0.9872396597
2,245448,3,245592,-0.0005866823
2,245448,0,245448,0.0000000000
2,230367,1,230455,-0.0003819992
2,230367,2,458112,-0.9886181615
2,230367,3,230508,-0.0006120668
2,230367,0,230367,0.0000000000
2,219539,1,219635,-0.0004372799
2,219539,2,436440,-0.9879839117
2,219539,3,219680,-0.0006422549
2,219539,0,219539,0.0000000000
2,231123,1,231224,-0.0004369968
2,231123,2,459206,-0.9868468305
2,231123,3,231264,-0.0006100648
2,231123,0,231123,0.0000000000
2,258231,1,258337,-0.0004104852
2,258231,2,513228,-0.9874763293
2,258231,3,258376,-0.0005615128
2,258231,0,258231,0.0000000000
2,221470,1,221566,-0.0004334673
2,221470,2,440406,-0.9885582697
2,221470,3,221612,-0.0006411704
2,221470,0,221470,0.0000000000
2,235872,1,235969,-0.0004112400
2,235872,2,468674,-0.9869844662
2,235872,3,236016,-0.0006105006
2,235872,0,235872,0.0000000000
2,295853,1,295950,-0.0003278655
2,295853,2,587644,-0.9862702085
2,295853,3,296000,-0.0004968684
2,295853,0,295853,0.0000000000
2,275409,1,275520,-0.0004030369
2,275409,2,547604,-0.9883300836
2,275409,3,275556,-0.0005337516
2,275409,0,275409,0.0000000000
2,236478,1,236579,-0.0004271010
2,236478,2,469268,-0.9844044689
2,236478,3,236620,-0.0006004787
2,236478,0,236478,0.0000000000
2,255889,1,255995,-0.0004142421
2,255889,2,508654,-0.9877915815
2,255889,3,256036,-0.0005744678
2,255889,0,255889,0.0000000000
2,234881,1,234972,-0.0003874302
2,234881,2,466792,-0.9873552991
2,234881,3,235024,-0.0006088189
2,234881,0,234881,0.0000000000
2,227986,1,228082,-0.0004210785
2,227986,2,453252,-0.9880694429
2,227986,3,228128,-0.0006228453
2,227986,0,227986,0.0000000000
2,267056,1,267156,-0.0003744533
2,267056,2,530320,-0.9858007309
2,267056,3,267200,-0.0005392127
2,267056,0,267056,0.0000000000
2,214722,1,214818,-0.0004470897
2,214722,2,427256,-0.9898100800
2,214722,3,214864,-0.0006613202
2,214722,0,214722,0.0000000000
2,233351,1,233452,-0.0004328244
2,233351,2,464020,-0.9885065845
2,233351,3,233492,-0.0006042400
2,233351,0,233351,0.0000000000
2,233281,1,233382,-0.0004329542
2,233281,2,463762,-0.9879973080
2,233281,3,233424,-0.0006129946
2,233281,0,233281,0.0000000000
2,363027,1,363054,-0.0000743746
2,363027,2,720522,-0.9847614640
2,363027,3,363180,-0.0004214563
2,363027,0,363027,0.0000000000
2,278650,1,278761,-0.0003983492
2,278650,2,552618,-0.9831975597
2,278650,3,278796,-0.0005239548
2,278650,0,278650,0.0000000000
2,277608,1,277719,-0.0003998444
2,277608,2,551850,-0.9878749892
2,277608,3,277752,-0.0005187170
2,277608,0,277608,0.0000000000
2,221176,1,221272,-0.0004340435
2,221176,2,439726,-0.9881271024
2,221176,3,221320,-0.0006510652
2,221176,0,221176,0.0000000000
2,265537,1,265648,-0.0004180208
2,265537,2,528174,-0.9890787348
2,265537,3,265684,-0.0005535952
2,265537,0,265537,0.0000000000
2,214834,1,214930,-0.0004468566
2,214834,2,427150,-0.9882793226
2,214834,3,214976,-0.0006609755
2,214834,0,214834,0.0000000000
2,201710,1,201801,-0.0004511427
2,201710,2,401040,-0.9882008825
2,201710,3,201852,-0.0007039810
2,201710,0,201710,0.0000000000
2,219482,1,219578,-0.0004373935
2,219482,2,436298,-0.9878532180
2,219482,3,219624,-0.0006469779
2,219482,0,219482,0.0000000000
2,249444,1,249533,-0.0003567935
2,249444,2,495134,-0.9849505300
2,249444,3,249588,-0.0005772839
2,249444,0,249444,0.0000000000
2,373610,1,373592,0.0000481786
2,373610,2,740652,-0.9824201708
2,373610,3,373460,0.0004014882
2,373610,0,373610,0.0000000000
2,271417,1,271528,-0.0004089648
2,271417,2,539582,-0.9880184366
2,271417,3,271564,-0.0005416020
2,271417,0,271417,0.0000000000
2,300335,1,300415,-0.0002663692
2,300335,2,595346,-0.9822731283
2,300335,3,300480,-0.0004827942
2,300335,0,300335,0.0000000000
2,311998,1,312093,-0.0003044891
2,311998,2,618302,-0.9817498830
2,311998,3,312152,-0.0004935929
2,311998,0,311998,0.0000000000
2,207687,1,207778,-0.0004381593
2,207687,2,413112,-0.9891086106
2,207687,3,207828,-0.0006789062
2,207687,0,207687,0.0000000000
2,236252,1,236353,-0.0004275096
2,236252,2,469902,-0.9889863366
2,236252,3,236396,-0.0006095186
2,236252,0,236252,0.0000000000
2,262352,1,262458,-0.0004040373
2,262352,2,521194,-0.9866210282
2,262352,3,262496,-0.0005488809
2,262352,0,262352,0.0000000000
2,332938,1,332916,0.0000660784
2,332938,2,661384,-0.9865079985
2,332938,3,332860,0.0002342779
2,332938,0,332938,0.0000000000
2,237310,1,237411,-0.0004256036
2,237310,2,471776,-0.9880156757
2,237310,3,237452,-0.0005983734
2,237310,0,237310,0.0000000000
2,259202,1,259308,-0.0004089475
2,259202,2,514644,-0.9854939391
2,259202,3,259348,-0.0005632673
2,259202,0,259202,0.0000000000
2,228451,1,228535,-0.0003676937
2,228451,2,454176,-0.9880674630
2,228451,3,228592,-0.0006172002
2,228451,0,228451,0.0000000000
2,223544,1,223640,-0.0004294457
2,223544,2,444368,-0.9878323730
2,223544,3,223688,-0.0006441685
2,223544,0,223544,0.0000000000
2,294875,1,294776,0.0003357355
2,294875,2,584996,-0.9838779144
2,294875,3,294424,0.0015294616
2,294875,0,294875,0.0000000000
2,245068,1,245169,-0.0004121305
2,245068,2,487366,-0.9886970147
2,245068,3,245212,-0.0005875920
2,245068,0,245068,0.0000000000
2,249811,1,249891,-0.0003202421
2,249811,2,496250,-0.9865017954
2,249811,3,249956,-0.0005804388
2,249811,0,249811,0.0000000000
2,235042,1,235143,-0.0004297104
2,235042,2,467456,-0.9888190196
2,235042,3,235184,-0.0006041473
2,235042,0,235042,0.0000000000
2,193251,1,193337,-0.0004450171
2,193251,2,384512,-0.9897025112
2,193251,3,193392,-0.0007296211
2,193251,0,193251,0.0000000000
2,290700,1,290816,-0.0003990368
2,290700,2,576210,-0.9821465428
2,290700,3,290844,-0.0004953560
2,290700,0,290700,0.0000000000
2,237987,1,238088,-0.0004243929
2,237987,2,473020,-0.9875875573
2,237987,3,238128,-0.0005924693
2,237987,0,237987,0.0000000000
2,230404,1,230505,-0.0004383604
2,230404,2,458284,-0.9890453291
2,230404,3,230548,-0.0006249891
2,230404,0,230404,0.0000000000
2,260297,1,260403,-0.0004072271
2,260297,2,517770,-0.9891508546
2,260297,3,260444,-0.0005647395
2,260297,0,260297,0.0000000000
2,236318,1,236419,-0.0004273902
2,236318,2,470134,-0.9894125712
2,236318,3,236460,-0.0006008852
2,236318,0,236318,0.0000000000
2,220395,1,220491,-0.0004355816
2,220395,2,438632,-0.9902084893
2,220395,3,220536,-0.0006397604
2,220395,0,220395,0.0000000000
2,290635,1,290751,-0.0003991261
2,290635,2,577986,-0.9887006039
2,290635,3,290780,-0.0004989076
2,290635,0,290635,0.0000000000
2,308463,1,308584,-0.0003922675
2,308463,2,613204,-0.9879337230
2,308463,3,308616,-0.0004960076
2,308463,0,308463,0.0000000000
2,267264,1,267352,-0.0003292625
2,267264,2,530790,-0.9860138290
2,267264,3,267408,-0.0005387931
2,267264,0,267264,0.0000000000
2,344971,1,344897,0.0002145108
2,344971,2,683782,-0.9821434265
2,344971,3,344896,0.0002174096
2,344971,0,344971,0.0000000000
2,340584,1,340698,-0.0003347192
2,340584,2,674994,-0.9818723134
2,340584,3,340736,-0.0004462923
2,340584,0,340584,0.0000000000
2,290205,1,290321,-0.0003997174
2,290205,2,576724,-0.9872986337
2,290205,3,290352,-0.0005065385
2,290205,0,290205,0.0000000000
2,352533,1,352656,-0.0003489035
2,352533,2,700022,-0.9856921196
2,352533,3,352684,-0.0004283287
2,352533,0,352533,0.0000000000
2,246130,1,246218,-0.0003575346
2,246130,2,488406,-0.9843416081
2,246130,3,246276,-0.0005931825
2,246130,0,246130,0.0000000000
2,309458,1,309573,-0.0003716175
2,309458,2,614002,-0.9841206238
2,309458,3,309612,-0.0004976443
2,309458,0,309458,0.0000000000
2,247614,1,247720,-0.0004280856
2,247614,2,492628,-0.9894997860
2,247614,3,247760,-0.0005896274
2,247614,0,247614,0.0000000000
2,214617,1,214713,-0.0004473085
2,214617,2,426768,-0.9885097639
2,214617,3,214760,-0.0006663032
2,214617,0,214617,0.0000000000
2,326114,1,326162,-0.0001471878
2,326114,2,647710,-0.9861459490
2,326114,3,326268,-0.0004722275
2,326114,0,326114,0.0000000000
2,350294,1,350034,0.0007422337
2,350294,2,693810,-0.9806505393
2,350294,3,349260,0.0029518062
2,350294,0,350294,0.0000000000
2,407740,1,407870,-0.0003188306
2,407740,2,808558,-0.9830234954
2,407740,3,407900,-0.0003924069
2,407740,0,407740,0.0000000000
2,230458,1,230557,-0.0004295794
2,230458,2,457912,-0.9869650869
2,230458,3,230600,-0.0006161643
2,230458,0,230458,0.0000000000
2,283188,1,283304,-0.0004096219
2,283188,2,561736,-0.9836151249
2,283188,3,283332,-0.0005084961
2,283188,0,283188,0.0000000000
2,213681,1,213777,-0.0004492678
2,213681,2,424704,-0.9875608969
2,213681,3,213824,-0.0006692219
2,213681,0,213681,0.0000000000
2,266888,1,266999,-0.0004159048
2,266888,2,529856,-0.9853121909
2,266888,3,267032,-0.0005395522
2,266888,0,266888,0.0000000000
2,240678,1,240779,-0.0004196478
2,240678,2,478598,-0.9885407058
2,240678,3,240820,-0.0005899999
2,240678,0,240678,0.0000000000
2,228668,1,228764,-0.0004198226
2,228668,2,454792,-0.9888747004
2,228668,3,228812,-0.0006297339
2,228668,0,228668,0.0000000000
2,243887,1,243982,-0.0003895247
2,243887,2,484760,-0.9876418177
2,243887,3,244032,-0.0005945376
2,243887,0,243887,0.0000000000
2,232151,1,232252,-0.0004350617
2,232151,2,460924,-0.9854491258
2,232151,3,232292,-0.0006073633
2,232151,0,232151,0.0000000000
2,299663,1,299784,-0.0004037869
2,299663,2,595200,-0.9862311997
2,299663,3,299808,-0.0004838769
2,299663,0,299663,0.0000000000
2,314286,1,314344,-0.0001845453
2,314286,2,623814,-0.9848609229
2,314286,3,314440,-0.0004899996
2,314286,0,314286,0.0000000000
2,262691,1,262778,-0.0003311876
2,262691,2,521462,-0.9850775245
2,262691,3,262836,-0.0005519793
2,262691,0,262691,0.0000000000
2,255980,1,256080,-0.0003906555
2,255980,2,508766,-0.9875224627
2,255980,3,256124,-0.0005625439
